nr_lazika	data_pomiaru	kod_obszaru	wspolrzedne	glebokosc	ilosc
47	2070-12-25	MC-11	28.43N, 40.35W	90	2324
55	2070-11-02	MC-07	50.90N, 168.68E	96	8791
6	2054-10-04	MC-01	69.56N, 134.66E	82	29243
1	2050-12-09	MC-06	50.09N, 67.15E	24	8000
12	2057-04-20	MC-09	7.39N, 119.72W	524	2461
97	2072-03-24	MC-01	66.16N, 31.43W	77	5076
41	2064-08-17	MC-01	80.91N, 52.00E	231	9074
47	2071-04-09	MC-12	10.64N, 5.25E	482	3764
30	2061-01-04	MC-04	37.43N, 59.18W	96	26004
47	2075-05-06	MC-11	5.99N, 36.08W	157	1656
55	2072-10-10	MC-15	29.92N, 167.58E	29	11771
27	2062-06-05	MC-28	58.48S, 103.05E	85	17718
94	2069-09-22	MC-29	43.13S, 140.61E	14	11011
2	2052-12-12	MC-07	33.46N, 136.05E	117	629
63	2067-05-25	MC-28	44.30S, 113.25E	24	2461
4	2052-08-07	MC-19	27.04S, 31.96W	482	15700
41	2070-12-19	MC-05	59.43N, 12.84E	181	1396
72	2073-04-25	MC-17	20.75S, 119.98W	25	6006
75	2073-08-14	MC-29	38.84S, 122.13E	416	5255
10	2061-09-13	MC-18	3.56S, 64.02W	188	2739
47	2074-11-11	MC-11	10.35N, 9.03W	264	2599
52	2071-12-06	MC-09	22.82N, 106.69W	307	1920
34	2061-05-31	MC-07	42.35N, 129.88E	133	1526
25	2055-06-07	MC-24	51.44S, 172.23W	163	21171
79	2075-05-27	MC-06	32.80N, 118.45E	45	2324
89	2073-10-17	MC-30	78.70S, 82.26W	1270	22220
25	2055-10-10	MC-24	61.73S, 172.04W	65	3764
2	2058-02-01	MC-23	14.84S, 140.99E	264	7279
86	2076-01-15	MC-01	89.39N, 141.45E	181	3764
60	2073-01-19	MC-26	39.57S, 19.37W	196	6832
55	2069-02-03	MC-15	24.79N, 162.27E	93	3167
10	2061-03-20	MC-26	37.42S, 33.19W	572	883
17	2059-01-03	MC-06	35.21N, 67.45E	103	3167
31	2065-03-11	MC-01	80.81N, 111.37W	27	3022
69	2076-07-14	MC-07	59.05N, 175.28E	307	9074
81	2069-05-01	MC-16	12.55S, 170.20W	50	4398
2	2055-08-04	MC-06	34.80N, 118.63E	100	2739
13	2055-01-14	MC-01	72.79N, 129.88E	572	2599
69	2075-07-02	MC-01	86.34N, 172.43W	124	41937
17	2057-08-11	MC-13	5.15N, 72.23E	212	4076
79	2075-10-19	MC-15	18.66N, 137.85E	572	3764
97	2070-10-18	MC-01	80.96N, 28.78W	93	56210
42	2064-09-27	MC-15	27.06N, 159.97E	252	5076
79	2076-06-24	MC-14	4.91N, 117.50E	117	2461
36	2063-05-30	MC-16	9.59S, 138.33W	36	4902
2	2057-06-24	MC-15	2.97N, 137.67E	163	2324
78	2074-10-25	MC-08	13.90N, 146.76W	45	5076
66	2073-01-19	MC-15	28.36N, 160.45E	90	6618
39	2066-03-24	MC-29	47.92S, 179.30E	36	8255
40	2064-07-29	MC-23	21.21S, 137.71E	36	1010
76	2077-09-27	MC-07	42.35N, 146.40E	75	1920
89	2073-12-02	MC-25	56.58S, 98.50W	59	7279
52	2067-04-22	MC-16	3.59S, 143.49W	57	2461
42	2071-10-06	MC-07	49.87N, 165.01E	196	1010
17	2060-02-14	MC-13	27.43N, 89.78E	70	12178
42	2070-05-12	MC-07	35.20N, 144.68E	241	15700
31	2065-04-15	MC-03	55.24N, 89.26W	307	56210
20	2058-11-21	MC-27	48.24S, 56.69E	196	50510
31	2066-01-11	MC-01	76.42N, 70.05W	19	50510
55	2073-11-19	MC-14	27.08N, 132.52E	231	5436
53	2067-09-13	MC-30	71.76S, 178.57E	11	2188
72	2075-04-09	MC-17	29.80S, 133.60W	45	629
9	2057-11-08	MC-19	18.12S, 34.79W	113	1396
13	2055-02-16	MC-07	47.12N, 128.73E	212	33322
83	2070-09-16	MC-06	50.78N, 79.43E	113	1267
69	2075-01-15	MC-07	53.81N, 149.37E	96	1138
14	2054-09-12	MC-11	23.49N, 20.50W	72	756
42	2066-05-27	MC-15	23.87N, 168.95E	65	3764
9	2056-10-27	MC-19	9.93S, 24.83W	241	2880
86	2073-06-12	MC-07	62.94N, 126.27E	231	1656
55	2071-07-15	MC-07	37.45N, 139.00E	277	1396
40	2064-06-23	MC-23	16.24S, 145.70E	85	6409
17	2057-01-11	MC-21	3.42S, 68.19E	389	5076
31	2063-08-24	MC-03	42.84N, 102.11W	416	38630
69	2070-06-22	MC-07	58.07N, 153.54E	113	84631
33	2061-08-28	MC-01	84.70N, 45.33E	80	24621
75	2075-12-02	MC-22	26.08S, 112.19E	11	5255
31	2063-05-08	MC-01	68.35N, 104.66W	524	1788
86	2073-08-18	MC-01	66.70N, 126.29E	221	56210
75	2073-03-29	MC-28	38.95S, 102.17E	72	7052
27	2063-12-05	MC-28	54.72S, 100.62E	344	13054
17	2060-05-09	MC-14	10.93N, 113.94E	41	883
2	2056-08-29	MC-14	10.17N, 104.79E	32	5255
52	2066-09-14	MC-09	23.72N, 115.22W	29	9670
9	2058-09-16	MC-26	38.51S, 29.77W	39	2599
98	2070-12-12	MC-28	37.59S, 65.46E	80	4731
23	2056-02-03	MC-24	45.38S, 157.05W	133	3022
17	2058-07-04	MC-06	34.54N, 85.96E	93	1010
32	2067-04-16	MC-25	52.39S, 79.30W	106	11382
94	2072-09-13	MC-29	33.54S, 147.43E	175	5812
24	2056-06-10	MC-29	37.66S, 127.21E	82	27536
16	2055-10-28	MC-25	57.50S, 112.54W	59	9366
89	2076-10-12	MC-25	56.71S, 105.77W	252	5076
10	2059-05-31	MC-25	39.35S, 70.07W	277	10313
78	2074-11-24	MC-16	12.36S, 152.57W	45	4563
14	2055-07-10	MC-11	23.07N, 21.55W	72	8791
4	2058-09-27	MC-26	44.64S, 30.15W	128	15700
2	2056-10-05	MC-14	28.10N, 126.42E	1057	3022
24	2055-03-24	MC-29	34.38S, 131.89E	41	5812
27	2065-01-02	MC-30	75.10S, 108.92E	524	7752
10	2060-02-19	MC-26	32.36S, 37.24W	29	8000
52	2066-10-30	MC-17	12.90S, 120.47W	113	8000
56	2074-09-21	MC-18	17.69S, 50.66W	47	11771
4	2056-05-22	MC-19	22.87S, 29.51W	157	8000
83	2071-06-22	MC-06	41.02N, 62.27E	52	8519
55	2067-10-16	MC-07	31.22N, 132.79E	120	8519
17	2060-07-09	MC-14	14.23N, 99.55E	389	7752
75	2075-02-22	MC-28	60.61S, 116.22E	277	41937
76	2074-10-19	MC-02	45.82N, 175.10W	482	2739
47	2068-10-28	MC-11	11.43N, 7.76W	70	9670
17	2060-12-11	MC-13	16.53N, 65.26E	147	11011
42	2070-08-09	MC-07	33.63N, 157.93E	90	2461
69	2077-04-20	MC-01	82.96N, 156.98E	204	9074
32	2061-06-25	MC-25	54.81S, 88.66W	36	1788
34	2065-07-31	MC-06	31.78N, 103.48E	325	16330
28	2061-05-03	MC-25	49.49S, 74.98W	109	2324
25	2056-01-03	MC-24	52.84S, 166.90W	212	6409
2	2053-03-03	MC-14	29.90N, 121.18E	37	11771
84	2071-04-29	MC-07	55.81N, 132.10E	128	6832
5	2052-07-06	MC-21	14.65S, 82.57E	252	1526
95	2073-06-25	MC-10	15.20N, 60.26W	85	7279
41	2069-10-24	MC-05	57.48N, 52.58E	30	4398
31	2065-11-26	MC-03	56.59N, 110.16W	50	15700
61	2073-07-03	MC-26	50.17S, 31.55W	29	8000
56	2071-09-03	MC-25	53.83S, 62.83W	20	10313
56	2068-01-17	MC-18	12.78S, 88.90W	82	1396
55	2072-10-25	MC-07	44.43N, 165.88E	77	22220
56	2074-12-28	MC-18	27.25S, 74.56W	344	9670
34	2064-02-27	MC-14	7.36N, 98.80E	39	2461
31	2064-03-02	MC-03	51.19N, 77.29W	34	9074
94	2071-03-05	MC-29	39.50S, 145.00E	61	8255
19	2058-03-02	MC-07	55.39N, 151.75E	365	13527
99	2076-05-01	MC-04	53.87N, 8.99W	157	19313
66	2068-10-13	MC-15	29.03N, 153.78E	106	3022
66	2070-10-05	MC-07	35.39N, 156.88E	75	883
76	2078-08-13	MC-15	26.47N, 169.72E	9	2188
5	2056-12-27	MC-21	1.02S, 70.61E	142	1656
86	2074-01-11	MC-01	68.61N, 125.08E	67	3919
31	2067-04-19	MC-03	63.08N, 97.35W	307	4731
78	2075-07-13	MC-08	14.15N, 171.61W	67	10654
13	2055-03-22	MC-06	64.74N, 109.52E	54	24621
97	2072-08-16	MC-01	83.19N, 13.16W	30	19313
31	2061-03-03	MC-01	80.74N, 112.10W	17	12605
5	2059-05-12	MC-12	20.99N, 41.08E	264	9074
24	2056-01-01	MC-29	37.27S, 141.61E	264	8791
8	2056-01-25	MC-27	40.02S, 6.95E	292	2880
45	2067-09-03	MC-13	1.01N, 54.28E	100	1788
38	2067-02-10	MC-01	77.92N, 119.45W	70	2880
27	2056-09-17	MC-30	67.62S, 89.96E	252	5076
79	2074-06-20	MC-06	32.33N, 100.14E	17	12178
97	2071-08-10	MC-01	72.45N, 30.94W	307	7052
85	2073-09-20	MC-14	8.61N, 113.28E	43	8255
80	2068-10-17	MC-02	47.09N, 151.06W	25	56210
28	2060-07-30	MC-30	77.73S, 58.06W	27	2054
41	2070-03-22	MC-05	52.25N, 36.65E	75	10313
7	2054-10-14	MC-04	37.27N, 45.99W	524	4902
17	2056-04-19	MC-06	37.46N, 74.08E	905	13527
94	2071-10-05	MC-29	45.59S, 146.71E	85	13527
1	2051-03-24	MC-06	40.23N, 78.58E	59	3022
5	2054-12-21	MC-13	19.97N, 73.08E	157	9366
69	2070-08-09	MC-01	87.54N, 164.98E	65	13054
7	2056-03-05	MC-04	42.69N, 42.14W	52	6618
60	2070-12-19	MC-26	63.74S, 19.64W	65	15700
60	2073-04-01	MC-26	32.91S, 42.23W	50	2324
8	2056-04-07	MC-27	36.69S, 29.13E	188	3461
24	2055-10-11	MC-29	37.29S, 131.67E	152	10654
83	2071-07-16	MC-01	67.97N, 69.39E	113	8255
10	2059-10-31	MC-18	2.21S, 76.38W	77	1788
47	2069-06-08	MC-11	23.80N, 3.03W	100	2324
94	2070-12-06	MC-29	35.94S, 148.28E	7	16330
17	2058-09-01	MC-13	11.49N, 73.90E	169	3919
10	2060-06-25	MC-19	14.61S, 44.24W	88	1138
61	2072-06-09	MC-30	74.23S, 26.14W	120	10313
20	2059-05-23	MC-28	57.42S, 85.41E	90	21171
85	2074-01-27	MC-22	27.47S, 94.03E	12	6409
86	2075-07-20	MC-01	74.98N, 127.73E	19	10654
9	2056-08-05	MC-19	15.54S, 16.62W	365	8255
5	2054-04-27	MC-13	12.33N, 61.14E	65	4731
56	2071-05-26	MC-26	33.29S, 57.27W	196	5812
52	2068-05-31	MC-08	4.15N, 139.88W	63	5255
13	2055-10-01	MC-06	48.61N, 117.85E	113	23366
99	2076-02-06	MC-11	17.94N, 1.69W	482	3022
31	2064-10-21	MC-01	73.44N, 92.27W	124	2188
73	2073-03-22	MC-30	75.30S, 71.58W	447	27536
66	2069-04-21	MC-23	4.49S, 155.34E	241	7279
41	2066-11-08	MC-05	50.75N, 54.30E	20	18486
55	2073-01-14	MC-07	42.57N, 163.03E	43	1526
47	2074-05-01	MC-05	32.06N, 3.89E	124	13527
53	2066-07-04	MC-24	46.31S, 161.11W	19	33322
42	2071-06-23	MC-15	11.24N, 142.69E	63	1267
9	2055-05-23	MC-19	16.34S, 34.99W	175	5622
47	2067-05-31	MC-05	39.71N, 4.68E	96	7279
60	2069-10-05	MC-26	59.62S, 21.64W	120	1920
95	2068-12-02	MC-18	12.26S, 82.47W	365	7752
79	2076-07-21	MC-07	34.39N, 139.10E	791	2739
17	2062-05-26	MC-14	9.51N, 108.15E	61	5255
17	2056-08-24	MC-14	15.04N, 92.05E	34	7752
30	2060-12-25	MC-10	5.45N, 87.54W	204	8000
53	2066-05-04	MC-30	80.25S, 148.45W	34	72463
94	2070-04-05	MC-29	39.02S, 148.17E	231	1138
15	2055-08-04	MC-24	33.79S, 171.38W	14	3919
11	2056-07-22	MC-30	67.14S, 18.82W	96	4731
100	2072-12-08	MC-24	57.05S, 155.63W	1270	24621
32	2064-04-11	MC-17	24.44S, 98.69W	50	8000
82	2070-05-27	MC-29	42.71S, 166.96E	57	1656
69	2072-03-20	MC-07	45.96N, 167.85E	82	4731
2	2051-08-04	MC-22	7.57S, 129.51E	77	7752
53	2067-07-31	MC-30	66.03S, 164.35W	905	4731
45	2066-11-05	MC-21	2.53S, 48.96E	157	5436
72	2072-09-10	MC-17	29.94S, 122.94W	196	4398
17	2055-11-16	MC-06	40.72N, 85.98E	45	1920
31	2060-09-04	MC-03	63.72N, 100.04W	344	22220
72	2075-01-25	MC-17	12.75S, 123.10W	103	8255
10	2056-03-10	MC-18	3.35S, 73.86W	96	2880
47	2076-07-25	MC-11	17.36N, 2.90W	36	8791
58	2070-02-15	MC-30	67.32S, 20.90W	15	3919
36	2062-05-21	MC-16	13.46S, 175.93W	204	5622
75	2077-01-03	MC-28	33.05S, 102.98E	24	18486
89	2076-08-08	MC-25	54.68S, 118.61W	50	6409
60	2071-09-23	MC-26	56.30S, 39.05W	252	1396
9	2056-02-12	MC-26	40.61S, 10.29W	103	3764
72	2072-05-12	MC-25	46.70S, 103.30W	85	1396
36	2063-07-21	MC-08	17.11N, 175.78W	88	2739
21	2057-10-16	MC-17	1.00S, 126.30W	75	6205
50	2066-04-12	MC-15	21.20N, 152.63E	67	3167
89	2077-09-09	MC-25	55.39S, 77.82W	39	11382
32	2063-06-04	MC-25	31.07S, 97.05W	365	9985
7	2057-02-15	MC-04	57.62N, 28.52W	36	1138
41	2066-05-26	MC-05	62.26N, 15.55E	128	7279
93	2068-01-18	MC-03	37.53N, 111.14W	37	3022
42	2069-10-25	MC-15	18.01N, 173.70E	416	883
1	2050-08-20	MC-06	60.53N, 75.64E	1057	17000
85	2073-10-10	MC-22	16.48S, 94.18E	70	4076
86	2072-09-06	MC-01	86.57N, 118.92E	416	6618
55	2068-03-14	MC-07	37.36N, 145.77E	24	1656
41	2067-03-26	MC-05	55.73N, 42.82E	702	2324
27	2065-03-10	MC-28	51.80S, 97.61E	25	629
30	2061-05-16	MC-10	13.05N, 88.80W	791	4235
10	2058-04-14	MC-18	10.33S, 78.27W	252	9074
94	2070-10-02	MC-29	51.02S, 160.78E	175	2188
2	2053-10-11	MC-14	8.80N, 120.89E	307	1010
35	2061-09-10	MC-17	18.33S, 102.04W	175	3313
32	2062-06-21	MC-25	32.44S, 85.64W	572	8519
10	2058-09-11	MC-10	1.72N, 59.19W	75	3167
42	2066-01-20	MC-07	40.80N, 154.04E	1270	5255
61	2072-03-23	MC-26	46.38S, 30.22W	11	5436
2	2054-12-04	MC-14	18.81N, 132.33E	204	5622
63	2068-01-11	MC-28	55.33S, 110.09E	70	9670
5	2054-06-20	MC-13	1.05N, 52.19E	147	1267
99	2072-02-19	MC-05	33.16N, 1.45E	50	4731
37	2063-10-05	MC-15	18.86N, 140.23E	22	3022
5	2058-03-24	MC-21	12.39S, 70.42E	47	4235
95	2069-03-15	MC-10	17.22N, 85.04W	47	6205
23	2054-08-09	MC-16	28.53S, 145.31W	43	13054
100	2071-09-21	MC-30	69.61S, 144.27W	307	29243
41	2066-02-09	MC-01	74.88N, 23.33E	47	15109
89	2076-09-16	MC-30	82.83S, 94.53W	85	3612
47	2073-04-21	MC-11	1.43N, 6.06W	54	4902
10	2058-02-10	MC-25	35.91S, 61.77W	147	20205
85	2072-04-17	MC-22	4.01S, 101.60E	416	2461
10	2058-10-02	MC-26	46.76S, 35.51W	9	38630
39	2068-05-18	MC-24	38.78S, 176.45W	133	6618
24	2056-02-05	MC-23	21.41S, 139.84E	113	4731
91	2075-01-14	MC-02	64.66N, 147.55W	24	1010
22	2057-08-06	MC-13	20.99N, 51.15E	57	1267
58	2070-05-13	MC-26	43.09S, 4.29W	24	2739
5	2059-09-17	MC-21	7.87S, 54.62E	307	3461
47	2074-06-30	MC-04	34.65N, 34.45W	241	13527
71	2071-08-27	MC-24	62.35S, 149.65W	344	35789
87	2072-08-19	MC-26	33.33S, 19.76W	61	1788
55	2069-12-13	MC-07	45.39N, 132.28E	169	14025
9	2057-12-09	MC-26	34.74S, 17.46W	572	6618
47	2067-01-15	MC-11	11.35N, 4.15W	85	2054
51	2065-06-13	MC-26	44.74S, 55.74W	75	22220
27	2061-02-20	MC-28	52.90S, 76.09E	212	27536
31	2065-02-01	MC-01	67.71N, 113.65W	416	41937
95	2071-04-13	MC-18	11.53S, 88.05W	37	8519
35	2063-04-15	MC-17	27.51S, 94.36W	61	4563
42	2071-05-28	MC-07	51.88N, 144.26E	32	63326
69	2071-09-18	MC-01	72.44N, 179.51E	7	4731
41	2069-04-02	MC-01	79.83N, 43.47E	70	4235
12	2057-12-20	MC-09	6.23N, 116.63W	96	7752
96	2068-06-14	MC-01	77.63N, 173.43W	37	12605
53	2068-05-14	MC-24	60.15S, 165.61W	85	38630
49	2069-03-03	MC-19	29.89S, 24.97W	572	18486
55	2069-01-22	MC-07	47.55N, 147.01E	34	13054
41	2070-04-15	MC-05	50.20N, 17.14E	482	17718
18	2058-07-04	MC-24	36.12S, 176.06W	11	6006
10	2063-05-16	MC-18	11.73S, 75.86W	631	2188
86	2075-09-17	MC-01	88.80N, 108.72E	113	38630
41	2070-01-22	MC-05	56.60N, 52.64E	142	6205
79	2074-08-21	MC-14	7.97N, 114.91E	65	6205
13	2054-05-23	MC-07	52.51N, 127.44E	54	21171
80	2068-10-28	MC-02	61.26N, 164.18W	32	3919
31	2064-11-21	MC-01	89.08N, 86.24W	45	1138
38	2067-02-26	MC-01	67.87N, 117.82W	277	1526
65	2069-03-23	MC-19	9.18S, 1.16W	133	2188
31	2066-07-20	MC-03	53.83N, 105.46W	34	3167
74	2073-12-17	MC-12	18.62N, 14.80E	54	2054
58	2070-07-28	MC-26	49.68S, 2.96W	59	2054
74	2073-10-01	MC-11	29.12N, 3.70W	37	8791
2	2052-09-25	MC-14	25.60N, 107.50E	12	8000
52	2071-09-26	MC-16	15.70S, 144.31W	29	7279
22	2056-04-25	MC-12	10.45N, 29.98E	204	1010
17	2059-08-11	MC-06	31.60N, 109.68E	37	12178
67	2070-12-01	MC-18	20.63S, 53.79W	137	3313
5	2055-12-23	MC-21	13.66S, 65.06E	157	1920
42	2069-08-03	MC-07	44.68N, 163.47E	12	23366
83	2071-03-21	MC-06	53.46N, 91.95E	32	15109
27	2061-11-23	MC-30	77.25S, 96.61E	572	21171
42	2067-07-07	MC-15	17.82N, 160.22E	181	1656
2	2054-03-19	MC-22	9.24S, 107.25E	524	3612
89	2073-01-16	MC-30	76.81S, 94.90W	93	4731
32	2060-07-25	MC-25	36.43S, 86.83W	133	5436
92	2074-07-15	MC-01	70.10N, 65.32E	389	1526
7	2056-03-31	MC-04	55.78N, 58.36W	29	18486
100	2072-02-27	MC-30	76.90S, 161.75W	181	1526
5	2054-05-25	MC-13	8.49N, 55.95E	100	3919
4	2057-06-23	MC-26	39.29S, 20.83W	188	13054
27	2060-11-22	MC-28	56.91S, 91.53E	57	19313
10	2057-07-31	MC-25	46.28S, 62.96W	147	11011
86	2074-07-15	MC-01	77.45N, 130.02E	124	2461
4	2055-07-08	MC-26	48.64S, 32.42W	93	33322
13	2055-07-10	MC-01	71.86N, 111.62E	39	11011
4	2054-06-23	MC-26	39.50S, 27.74W	482	13527
4	2052-10-01	MC-26	35.83S, 9.17W	41	7279
11	2057-02-08	MC-26	62.55S, 2.23W	231	14551
17	2061-11-16	MC-13	27.41N, 86.63E	416	1396
32	2068-02-28	MC-25	55.31S, 107.73W	50	12178
76	2078-05-13	MC-01	67.86N, 158.24E	631	2880
66	2070-07-25	MC-15	5.54N, 154.31E	82	629
88	2073-07-01	MC-19	11.42S, 23.19W	142	6618
17	2059-06-03	MC-22	3.30S, 94.09E	482	1138
35	2064-05-08	MC-17	19.10S, 109.34W	70	4076
6	2055-03-11	MC-01	76.77N, 162.03E	447	33322
101	2072-08-28	MC-07	42.17N, 168.10E	169	3919
44	2070-05-21	MC-01	78.75N, 135.44E	221	8519
59	2070-03-26	MC-29	54.85S, 133.16E	75	10313
101	2072-05-13	MC-07	47.55N, 167.70E	702	33322
78	2075-03-13	MC-16	10.01S, 166.72W	47	2599
69	2071-03-30	MC-01	77.13N, 175.80E	196	8791
61	2074-03-08	MC-30	72.17S, 40.83W	702	3167
44	2071-11-29	MC-01	79.50N, 120.87E	221	1267
45	2067-09-19	MC-13	17.58N, 47.60E	37	7752
27	2063-05-12	MC-30	71.90S, 103.53E	124	9985
41	2065-05-23	MC-05	49.32N, 27.20E	67	7752
56	2074-11-20	MC-18	16.65S, 82.02W	77	11011
52	2066-05-20	MC-17	7.61S, 112.96W	124	629
5	2054-08-27	MC-13	18.18N, 80.03E	48	8791
52	2066-06-29	MC-09	5.64N, 129.86W	196	756
94	2071-04-28	MC-29	38.80S, 146.42E	169	3167
4	2058-09-11	MC-26	63.17S, 33.48W	389	45837
99	2071-02-24	MC-04	44.50N, 1.13W	106	3612
25	2056-06-23	MC-24	46.65S, 165.21W	65	883
17	2058-06-13	MC-14	8.56N, 94.25E	447	1396
89	2077-06-02	MC-25	58.37S, 75.13W	157	6205
36	2064-04-16	MC-08	10.89N, 172.08W	169	5436
91	2074-04-19	MC-01	69.68N, 138.24W	34	18486
42	2070-06-30	MC-07	46.96N, 159.81E	34	21171
20	2058-01-11	MC-28	48.61S, 71.73E	17	45837
100	2072-02-07	MC-24	64.85S, 161.52W	292	1656
42	2068-06-10	MC-15	23.37N, 149.62E	34	8791
3	2052-02-29	MC-25	33.11S, 119.39W	100	7052
29	2060-01-23	MC-16	23.05S, 151.40W	100	14551
99	2075-10-18	MC-12	13.23N, 33.28E	117	9670
44	2068-06-06	MC-01	68.87N, 130.63E	106	27536
95	2071-03-20	MC-18	8.23S, 78.00W	47	3167
99	2072-07-26	MC-12	28.57N, 27.82E	447	4731
17	2061-09-05	MC-13	22.26N, 76.33E	389	4731
36	2063-12-12	MC-16	5.05S, 146.77W	128	7752
76	2078-06-18	MC-07	41.58N, 171.19E	157	5255
55	2071-09-18	MC-07	47.55N, 144.52E	163	2739
100	2073-01-13	MC-30	66.18S, 147.32W	32	1526
99	2075-05-27	MC-05	41.31N, 19.10E	221	13527
38	2063-11-24	MC-03	63.96N, 111.17W	124	84631
78	2074-07-03	MC-16	4.01S, 148.19W	204	1138
30	2061-07-29	MC-09	7.82N, 96.35W	43	3764
12	2057-05-26	MC-17	20.26S, 115.47W	45	2880
46	2067-10-10	MC-24	61.57S, 126.83W	25	1656
62	2067-07-16	MC-13	19.55N, 48.88E	157	11771
32	2063-11-12	MC-18	18.71S, 78.28W	85	3167
76	2075-10-08	MC-02	39.72N, 176.19W	47	5436
46	2067-01-08	MC-30	72.40S, 117.43W	48	84631
42	2066-03-31	MC-07	36.91N, 169.25E	37	10654
47	2075-07-07	MC-04	46.25N, 27.91W	34	11771
11	2056-04-06	MC-30	66.42S, 30.46W	65	8255
4	2053-06-30	MC-19	29.06S, 11.68W	163	1920
18	2056-07-26	MC-23	5.31S, 173.13E	1270	5812
98	2074-09-22	MC-28	45.91S, 86.14E	72	31157
81	2069-01-11	MC-08	4.22N, 164.29W	120	3919
90	2075-04-02	MC-24	63.81S, 171.40W	17	6832
29	2061-09-06	MC-16	18.64S, 155.07W	169	3167
69	2073-09-05	MC-01	80.75N, 168.43W	572	17718
79	2076-05-06	MC-07	35.93N, 138.80E	90	883
55	2071-03-22	MC-07	56.81N, 149.59E	47	7752
52	2067-12-15	MC-17	10.23S, 102.98W	389	7512
2	2054-07-25	MC-22	10.50S, 121.05E	702	8791
65	2069-05-29	MC-19	1.18S, 5.87W	106	756
38	2068-02-27	MC-01	75.45N, 106.00W	54	1656
52	2069-10-28	MC-16	14.71S, 139.98W	524	3612
56	2072-02-20	MC-25	32.68S, 75.49W	100	1267
31	2062-12-31	MC-03	42.34N, 113.19W	196	24621
99	2074-05-01	MC-05	42.77N, 23.22E	702	8000
61	2070-09-01	MC-30	81.10S, 12.67W	365	4563
44	2067-11-05	MC-07	43.89N, 148.40E	19	6832
57	2068-12-13	MC-25	43.02S, 103.34W	39	5622
31	2062-01-22	MC-03	43.44N, 73.43W	43	5812
56	2071-10-09	MC-18	13.50S, 76.72W	631	4731
86	2073-11-14	MC-07	61.37N, 131.38E	11	3612
7	2056-02-03	MC-04	41.25N, 42.31W	93	11771
86	2076-12-26	MC-06	55.56N, 104.84E	47	45837
53	2066-08-18	MC-30	87.47S, 172.03W	70	15109
35	2063-08-25	MC-17	21.43S, 111.52W	204	5436
47	2074-10-04	MC-11	9.04N, 2.52W	1057	7512
77	2077-06-19	MC-28	42.00S, 89.96E	32	17718
31	2061-04-26	MC-03	64.13N, 91.07W	181	29243
8	2055-04-18	MC-27	53.29S, 20.42E	20	63326
2	2051-07-01	MC-14	12.41N, 94.56E	204	8255
34	2064-08-26	MC-06	34.37N, 106.23E	175	7752
76	2074-02-05	MC-07	44.75N, 155.04E	133	6409
99	2075-06-09	MC-05	44.90N, 9.46E	50	27536
54	2068-05-04	MC-14	16.62N, 111.70E	93	6205
72	2072-02-26	MC-17	13.17S, 124.18W	27	3022
28	2061-11-09	MC-30	80.80S, 66.03W	65	21171
28	2063-04-04	MC-25	41.11S, 65.01W	32	11771
98	2071-02-02	MC-28	53.13S, 76.64E	447	12605
8	2056-06-25	MC-27	57.71S, 24.89E	212	7052
74	2073-05-13	MC-12	13.53N, 5.58E	117	5255
96	2068-11-06	MC-01	81.97N, 178.29W	61	17718
83	2070-12-08	MC-01	73.18N, 87.19E	109	7279
35	2064-07-28	MC-17	3.01S, 97.70W	188	5255
27	2062-02-23	MC-28	53.64S, 104.04E	702	10313
28	2061-07-11	MC-30	67.38S, 89.46W	47	24621
47	2072-09-07	MC-11	4.53N, 10.47W	72	1267
52	2068-02-06	MC-09	26.02N, 109.76W	45	7052
66	2069-10-04	MC-15	2.70N, 166.30E	231	5622
14	2054-11-27	MC-11	25.04N, 10.19W	9	2054
56	2073-04-15	MC-25	54.87S, 61.48W	30	38630
28	2061-07-31	MC-25	54.94S, 68.56W	307	9985
31	2063-02-10	MC-03	45.96N, 116.45W	175	2739
15	2055-03-01	MC-24	31.94S, 155.23W	37	8791
42	2066-11-27	MC-15	25.32N, 161.04E	128	7052
86	2072-03-14	MC-01	67.73N, 110.83E	48	14025
5	2056-01-28	MC-21	14.01S, 49.96E	54	4563
39	2065-05-03	MC-24	48.47S, 175.13W	77	22220
92	2075-02-03	MC-01	76.47N, 57.33E	117	2461
5	2057-06-17	MC-21	1.32S, 67.58E	61	2188
61	2072-12-03	MC-26	59.48S, 30.77W	54	1920
7	2054-02-01	MC-04	43.68N, 53.54W	36	11382
66	2071-06-01	MC-14	29.15N, 132.26E	57	4902
18	2056-11-22	MC-29	44.63S, 150.83E	147	3764
5	2055-07-02	MC-21	13.65S, 48.70E	106	2188
46	2067-07-31	MC-24	62.50S, 126.79W	1057	13054
75	2072-12-17	MC-28	43.05S, 110.47E	152	5255
5	2053-01-23	MC-21	17.42S, 47.79E	120	883
55	2069-04-04	MC-07	44.49N, 156.74E	50	41937
84	2071-09-04	MC-07	61.07N, 136.30E	572	45837
87	2072-12-20	MC-19	22.46S, 38.02W	93	1656
75	2077-06-05	MC-28	39.39S, 104.18E	157	8255
79	2075-12-04	MC-14	20.14N, 119.62E	54	2188
32	2066-10-31	MC-25	35.08S, 87.65W	25	3919
38	2064-03-30	MC-01	88.01N, 93.33W	48	7052
7	2055-06-30	MC-04	36.90N, 50.90W	93	5436
76	2079-12-15	MC-15	26.31N, 154.59E	572	15700
100	2074-01-22	MC-24	53.90S, 170.02W	905	3167
